20170601 062900;1.283560;1.283790;1.283470;1.283780;0
20170601 063000;1.283790;1.283890;1.283600;1.283760;0
20170601 063100;1.283770;1.283770;1.283500;1.283610;0
20170601 063200;1.283580;1.283770;1.283560;1.283770;0
20170601 063300;1.283750;1.283890;1.283750;1.283860;0
20170601 063400;1.283850;1.284150;1.283840;1.284080;0
20170601 063500;1.284080;1.284090;1.283850;1.283880;0
20170601 063600;1.283870;1.283880;1.283790;1.283880;0
20170601 063700;1.283860;1.283890;1.283270;1.283680;0
20170601 063800;1.283690;1.283840;1.283630;1.283780;0
20170601 063900;1.283780;1.283970;1.283770;1.283870;0
20170601 064000;1.283850;1.283880;1.283710;1.283830;0
20170601 064100;1.283830;1.283880;1.283690;1.283710;0
20170601 064200;1.283720;1.283960;1.283460;1.283460;0
20170601 064300;1.283460;1.283680;1.283400;1.283680;0
20170601 064400;1.283680;1.284010;1.283680;1.283990;0
20170601 064500;1.283990;1.284010;1.283870;1.283960;0
20170601 064600;1.283950;1.284220;1.283890;1.284170;0
20170601 064700;1.284190;1.284290;1.284000;1.284220;0
20170601 064800;1.284220;1.284480;1.284220;1.284310;0
20170601 064900;1.284350;1.285170;1.284350;1.285040;0
20170601 065000;1.285040;1.285170;1.284940;1.285090;0
20170601 065100;1.285100;1.285100;1.284850;1.285000;0
20170601 065200;1.285000;1.285020;1.284850;1.284910;0
20170601 065300;1.284910;1.285190;1.284810;1.285040;0
20170601 065400;1.285040;1.285050;1.284940;1.284950;0
20170601 065500;1.284940;1.285360;1.284820;1.284830;0
20170601 065600;1.284830;1.284900;1.284610;1.284750;0
20170601 065700;1.284740;1.285080;1.284680;1.285070;0
20170601 065800;1.285120;1.285400;1.284990;1.285300;0
20170601 065900;1.285290;1.285290;1.285050;1.285170;0
20170601 070000;1.285170;1.285390;1.285100;1.285370;0
20170601 070100;1.285350;1.285650;1.285350;1.285570;0
20170601 070200;1.285570;1.285570;1.285470;1.285480;0
20170601 070300;1.285470;1.285580;1.285470;1.285580;0
20170601 070400;1.285560;1.285560;1.285330;1.285340;0
20170601 070500;1.285330;1.285370;1.285260;1.285360;0
20170601 070600;1.285380;1.285390;1.285370;1.285370;0
20170601 070700;1.285370;1.285370;1.285260;1.285280;0
20170601 070800;1.285270;1.285270;1.285060;1.285150;0
20170601 070900;1.285110;1.285170;1.284960;1.284990;0
20170601 071000;1.285000;1.285090;1.285000;1.285020;0
20170601 071100;1.285020;1.285310;1.284990;1.285150;0
20170601 071200;1.285130;1.285250;1.285070;1.285080;0
20170601 071300;1.285070;1.285250;1.285070;1.285190;0
20170601 071400;1.285190;1.285300;1.285170;1.285300;0
20170601 071500;1.285280;1.285350;1.285210;1.285270;0
20170601 071600;1.285280;1.285280;1.285080;1.285090;0
