Wisconsin,,2016-11-08 11:48pm,49.3,45.6,10,1,72
Iowa,,2016-11-08 11:48pm,51.9,42.4,6,1,73
Iowa,,2016-11-08 11:51pm,51.6,42.5,6,1,77
Maine,,2016-11-08 11:53pm,44.4,48.8,4,1,64
Michigan,,2016-11-08 11:56pm,48,46.9,16,1,62
Wisconsin,,2016-11-08 11:56pm,49.4,45.4,10,1,73
Arizona,,2016-11-08 11:56pm,49.4,45.8,11,1,61
New Hampshire,,2016-11-08 11:56pm,48.5,46.4,4,1,69
Iowa,,2016-11-08 11:56pm,51.6,42.5,6,1,78
Pennsylvania,,2016-11-08 11:56pm,47.8,48.6,20,1,85
Nevada,,2016-11-08 11:56pm,44.5,49.7,6,1,66
Utah,,2016-11-08 11:56pm,52.9,21.5,6,1,31
Maine,,2016-11-08 11:58pm,44.6,48.6,4,1,67
New Hampshire,,2016-11-09 12:05am,47.9,47,4,1,77
Wisconsin,,2016-11-09 12:10am,49.2,45.6,10,1,76
Pennsylvania,,2016-11-09 12:10am,48.2,48.3,20,1,89
Maine,,2016-11-09 12:10am,44.8,48.3,4,1,70
Pennsylvania,,2016-11-09 12:15am,48.3,48.2,20,1,90
Iowa,,2016-11-09 12:15am,52.4,41.7,6,1,85
Michigan,,2016-11-09 12:15am,48.3,46.6,16,1,65
Georgia,,2016-11-09 12:15am,51.8,45.2,16,1,88
Michigan,,2016-11-09 12:17am,47.8,47.1,16,1,70
Wisconsin,,2016-11-09 12:17am,49.3,45.5,10,1,78
Arizona,,2016-11-09 12:17am,49.4,45.8,11,1,63
New Hampshire,,2016-11-09 12:17am,47.9,47,4,1,77
Utah,,2016-11-09 12:17am,52.7,21.5,6,1,32
Pennsylvania,,2016-11-09 12:17am,48.2,48.2,20,1,92
Nevada,,2016-11-09 12:17am,44.8,49.3,6,1,71
Minnesota,,2016-11-09 12:17am,43.3,48.9,10,1,72
Maine,,2016-11-09 12:17am,45.1,48.1,4,1,71
New Hampshire,,2016-11-09 12:25am,47.4,47.5,4,1,79
Michigan,,2016-11-09 12:25am,47.8,47,16,1,74
Wisconsin,,2016-11-09 12:37am,49.1,45.7,10,1,83
Arizona,,2016-11-09 12:37am,49.3,45.7,11,1,64
New Hampshire,,2016-11-09 12:37am,47.5,47.4,4,1,81
Pennsylvania,,2016-11-09 12:37am,48.5,48,20,1,93
Minnesota,,2016-11-09 12:37am,44.1,48.1,10,1,77
Maine,,2016-11-09 12:37am,45,48.1,4,1,75
Pennsylvania,,2016-11-09 12:50am,48.5,47.9,20,1,95
Michigan,,2016-11-09 12:50am,48,46.9,16,1,76
Utah,,2016-11-09 12:59am,51.3,23.5,6,1,41
Maine,,2016-11-09 12:59am,45,48,4,1,81
Wisconsin,,2016-11-09 01:03am,49,45.8,10,1,87
